gen,idx_in_gen,global_eval_idx,eval_tag,g0,g1,g2,g3,g4,g5,g6,eta1,eta2,gamma1,gamma2,gamma3,w_sharp,red_gain,map50,map50_95,eval_time_sec,ok,cache_hit,work_dir
0,25,26,run4_p1798000_e26,0.1983489990234375,0.7595205903053284,0.24903833866119385,0.6886677742004395,0.8908311128616333,0.44675910472869873,0.5361943244934082,0.1983489990234375,0.7595205903053284,1.5471150159835816,2.377335548400879,2.7816622257232666,0.44675910472869873,1.8042914867401123,0.457,0.211,1154.0252768993378,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_df117d737e38b52e
0,26,27,run4_p1798000_e27,0.5141562819480896,0.38827085494995117,0.31598103046417236,0.20367711782455444,0.6361969709396362,0.5772644281387329,0.9510457515716553,0.5141562819480896,0.38827085494995117,1.7479430913925171,1.4073542356491089,2.2723939418792725,0.5772644281387329,2.426568627357483,0.239,0.106,1155.784680366516,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_fcdbf882483a5142
0,27,28,run4_p1798000_e28,0.3898305892944336,0.8009585738182068,0.05489391088485718,0.034397244453430176,0.16793429851531982,0.2125023603439331,0.6895219087600708,0.3898305892944336,0.8009585738182068,0.9646817326545716,1.0687944889068604,1.3358685970306396,0.2125023603439331,2.034282863140106,0.407,0.188,1295.797375202179,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_23cfc76ed6af371b
0,28,29,run4_p1798000_e29,0.8294480443000793,0.5958002805709839,0.8177401423454285,0.5917990803718567,0.8022458553314209,0.26567912101745605,0.2730669379234314,0.8294480443000793,0.5958002805709839,3.2532204270362852,2.1835981607437134,2.604491710662842,0.26567912101745605,1.409600406885147,0.577,0.272,1340.5617370605469,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_7394c72d9fbe621a
0,29,30,run4_p1798000_e30,0.6887862682342529,0.10173988342285156,0.575972855091095,0.057263076305389404,0.2594459652900696,0.6767920851707458,0.8861772418022156,0.6887862682342529,0.10173988342285156,2.5279185652732847,1.1145261526107788,1.5188919305801392,0.6767920851707458,2.3292658627033234,0.243,0.108,1373.8652505874634,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_f61292b7d85a49c0
0,30,31,run4_p1798000_e31,0.449230432510376,0.04980134963989258,0.17747074365615845,0.4435717463493347,0.2415837049484253,0.31741422414779663,0.6838040947914124,0.449230432510376,0.04980134963989258,1.3324122309684754,1.8871434926986694,1.4831674098968506,0.31741422414779663,2.0257061421871185,0.437,0.205,1310.6883161067963,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_e561b2ad5017ab63
0,31,32,run4_p1798000_e32,0.9486662149429321,0.6915310621261597,0.6664432883262634,0.2902924418449402,0.9929789900779724,0.5301575064659119,0.938708484172821,0.9486662149429321,0.6915310621261597,2.79932986497879,1.5805848836898804,2.985957980155945,0.5301575064659119,2.4080627262592316,0.197,0.0849,1303.7828631401062,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_35361f6ac1d02592
0,32,33,run4_p1798000_e33,0.19809097051620483,0.8694485425949097,0.2028331756591797,0.9479900598526001,0.16295576095581055,0.4623255729675293,0.1478440761566162,0.19809097051620483,0.8694485425949097,1.408499526977539,2.8959801197052,1.325911521911621,0.4623255729675293,1.2217661142349243,0.653,0.32,1360.8420028686523,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_b3ba7b1be831408e
0,33,34,run4_p1798000_e34,0.4659454822540283,0.2791714072227478,0.11414515972137451,0.47786945104599,0.49112361669540405,0.22305351495742798,0.8384379744529724,0.4659454822540283,0.2791714072227478,1.1424354791641236,1.95573890209198,1.982247233390808,0.22305351495742798,2.2576569616794586,0.329,0.149,1374.0757839679718,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_6c16fada9e20d343
0,34,35,run4_p1798000_e35,0.13985079526901245,0.3730303645133972,0.9588140845298767,0.6227529644966125,0.43784183263778687,0.7949135303497314,0.8481252789497375,0.13985079526901245,0.3730303645133972,3.67644225358963,2.245505928993225,1.8756836652755737,0.7949135303497314,2.2721879184246063,0.173,0.0739,1377.6637647151947,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_78cb56e3aeda9b9c
0,35,36,run4_p1798000_e36,0.24421054124832153,0.6485992670059204,0.8379297852516174,0.7774097323417664,0.6765051484107971,0.473332941532135,0.7648163437843323,0.24421054124832153,0.6485992670059204,3.313789355754852,2.5548194646835327,2.3530102968215942,0.473332941532135,2.1472245156764984,0.245,0.105,1368.7121410369873,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_bed2fe89444051ef
0,36,37,run4_p1798000_e37,0.4345772862434387,0.8260525465011597,0.994595468044281,0.9743946194648743,0.6691715121269226,0.3118739724159241,0.32934850454330444,0.4345772862434387,0.8260525465011597,3.783786404132843,2.9487892389297485,2.338343024253845,0.3118739724159241,1.4940227568149567,0.488,0.224,1085.7785069942474,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_41d62dab56592fd5
0,37,38,run4_p1798000_e38,0.8050459027290344,0.3939082622528076,0.26715314388275146,0.4118790626525879,0.14219778776168823,0.7564656138420105,0.32951247692108154,0.8050459027290344,0.3939082622528076,1.6014594316482544,1.8237581253051758,1.2843955755233765,0.7564656138420105,1.4942687153816223,0.539,0.26,1121.7086727619171,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_da2d9cf3fce2a4c1
0,38,39,run4_p1798000_e39,0.6855059862136841,0.7103428840637207,0.11049634218215942,0.08450067043304443,0.9041141867637634,0.5761785507202148,0.7507491707801819,0.6855059862136841,0.7103428840637207,1.1314890265464783,1.1690013408660889,2.808228373527527,0.5761785507202148,2.126123756170273,0.312,0.139,1065.250051021576,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_81e7f49bf4fee346
0,39,40,run4_p1798000_e40,0.9580750465393066,0.736626148223877,0.19284552335739136,0.879412055015564,0.0902864933013916,0.39251333475112915,0.9130210280418396,0.9580750465393066,0.736626148223877,1.3785365700721741,2.758824110031128,1.1805729866027832,0.39251333475112915,2.3695315420627594,0.264,0.118,1159.8851866722107,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_84078ae5020f7dcd
0,40,41,run4_p1798000_e41,0.2942267656326294,0.8143986463546753,0.7625571489334106,0.875018835067749,0.20594030618667603,0.3563191890716553,0.9735879898071289,0.2942267656326294,0.8143986463546753,3.0876714468002318,2.750037670135498,1.411880612373352,0.3563191890716553,2.4603819847106934,0.195,0.0863,1208.7246329784393,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_46a7be4538bdf622
0,41,42,run4_p1798000_e42,0.9564812779426575,0.9585462808609009,0.19727450609207153,0.7913329005241394,0.49347907304763794,0.8881552219390869,0.015991389751434326,0.9564812779426575,0.9585462808609009,1.3918235182762146,2.582665801048279,1.9869581460952759,0.8881552219390869,1.0239870846271515,0.434,0.201,1212.6937987804413,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_e471ff6aae50b301
0,42,43,run4_p1798000_e43,0.38546717166900635,0.567685067653656,0.019403457641601562,0.9691122770309448,0.899662435054779,0.27918750047683716,0.1611432433128357,0.38546717166900635,0.567685067653656,0.8582103729248047,2.9382245540618896,2.799324870109558,0.27918750047683716,1.2417148649692535,0.604,0.289,1165.5301156044006,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_1f67e9cc7ec4e10a
0,43,44,run4_p1798000_e44,0.3875805139541626,0.24847370386123657,0.7596746683120728,0.7054658532142639,0.5016797780990601,0.9368159770965576,0.03539019823074341,0.3875805139541626,0.24847370386123657,3.079024004936218,2.410931706428528,2.00335955619812,0.9368159770965576,1.0530852973461151,0.257,0.112,1177.0382192134857,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_e4ca09caa87ef69b
0,44,45,run4_p1798000_e45,0.17088955640792847,0.7270769476890564,0.055782854557037354,0.8586794137954712,0.4468422532081604,0.262448251247406,0.9343345165252686,0.17088955640792847,0.7270769476890564,0.9673485636711121,2.7173588275909424,1.8936845064163208,0.262448251247406,2.401501774787903,0.227,0.102,1162.5243604183197,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_d38a7d2712a4dd98
0,45,46,run4_p1798000_e46,0.36670130491256714,0.9262087345123291,0.8801400661468506,0.4698147773742676,0.9000112414360046,0.09038519859313965,0.39392364025115967,0.36670130491256714,0.9262087345123291,3.4404201984405516,1.9396295547485352,2.8000224828720093,0.09038519859313965,1.5908854603767395,0.582,0.279,1137.8287501335144,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_f8845deec3e885ab
0,46,47,run4_p1798000_e47,0.9892230033874512,0.2679906487464905,0.07014662027359009,0.630334198474884,0.42105644941329956,0.5667186975479126,0.6446747183799744,0.9892230033874512,0.2679906487464905,1.0104398608207703,2.260668396949768,1.8421128988265991,0.5667186975479126,1.9670120775699615,0.363,0.165,1112.6485283374786,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_3371ffce2e071516
0,47,48,run4_p1798000_e48,0.8462358117103577,0.9976690411567688,0.6483086347579956,0.89825439453125,0.8083173036575317,0.6961842775344849,0.8249785304069519,0.8462358117103577,0.9976690411567688,2.7449259042739866,2.7965087890625,2.6166346073150635,0.6961842775344849,2.237467795610428,0.16,0.0689,967.3835322856903,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_19906e7c5f5b5ec7
0,48,49,run4_p1798000_e49,0.2621397376060486,0.37065231800079346,0.9103021621704102,0.3372131586074829,0.42979031801223755,0.20148229598999023,0.9884999394416809,0.2621397376060486,0.37065231800079346,3.5309064865112303,1.6744263172149658,1.859580636024475,0.20148229598999023,2.4827499091625214,0.237,0.106,824.9176185131073,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_1ad560077c18361b
0,49,50,run4_p1798000_e50,0.844619870185852,0.5759590268135071,0.182015061378479,0.49423545598983765,0.7431616187095642,0.8964822292327881,0.6120644807815552,0.844619870185852,0.5759590268135071,1.346045184135437,1.9884709119796753,2.4863232374191284,0.8964822292327881,1.9180967211723328,0.31,0.139,787.5116302967072,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_211ebb2a6bb6ddec
1,0,51,run4_p1798000_e51,0.6913166642189026,0.43730807304382324,0.13880199193954468,0.5303462147712708,0.06652611494064331,0.3382759690284729,0.06010305881500244,0.6913166642189026,0.43730807304382324,1.216405975818634,2.0606924295425415,1.1330522298812866,0.3382759690284729,1.0901545882225037,0.764,0.393,857.8510472774506,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_623e27b1db67aca9
1,1,52,run4_p1798000_e52,0.5513259768486023,0.567685067653656,0.019403457641601562,0.9691122770309448,0.6680850982666016,0.34294503927230835,0.1611432433128357,0.5513259768486023,0.567685067653656,0.8582103729248047,2.9382245540618896,2.336170196533203,0.34294503927230835,1.2417148649692535,0.611,0.294,1202.76002907753,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_8de7a66ea995d09a
1,2,53,run4_p1798000_e53,0.38546717166900635,0.40602946281433105,0.3020135760307312,0.6952376961708069,0.899662435054779,0.27918750047683716,0.43975454568862915,0.38546717166900635,0.40602946281433105,1.7060407280921936,2.3904753923416138,2.799324870109558,0.27918750047683716,1.6596318185329437,0.562,0.268,1236.0483207702637,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_faa66386a5372ab0
1,3,54,run4_p1798000_e54,0.8050459027290344,0.8260525465011597,0.994595468044281,0.9743946194648743,0.14219778776168823,0.3118739724159241,0.32951247692108154,0.8050459027290344,0.8260525465011597,3.783786404132843,2.9487892389297485,1.2843955755233765,0.3118739724159241,1.4942687153816223,0.552,0.26,1182.5558292865753,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_3a73ba7da2fb1231
1,4,55,run4_p1798000_e55,0.4345772862434387,0.3939082622528076,0.26715314388275146,0.4118790626525879,0.6691715121269226,0.7564656138420105,0.32934850454330444,0.4345772862434387,0.3939082622528076,1.6014594316482544,1.8237581253051758,2.338343024253845,0.7564656138420105,1.4940227568149567,0.486,0.23,1248.6689059734344,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_7865ae68c3f63d92
1,5,56,run4_p1798000_e56,0.8294480443000793,0.5958002805709839,0.8177401423454285,0.6952376961708069,0.8022458553314209,0.26567912101745605,0.43975454568862915,0.8294480443000793,0.5958002805709839,3.2532204270362852,2.3904753923416138,2.604491710662842,0.26567912101745605,1.6596318185329437,0.468,0.214,876.4435653686523,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_16449396966efda1
1,6,57,run4_p1798000_e57,0.6548912525177002,0.4382548928260803,0.6804519295692444,0.5430762767791748,0.4927765727043152,0.16339242458343506,0.07262291014194489,0.6548912525177002,0.4382548928260803,2.841355788707733,2.0861525535583496,1.9855531454086304,0.16339242458343506,1.1089343652129173,0.752,0.382,1218.6428906917572,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_4a9c5ea4138663e4
1,7,58,run4_p1798000_e58,0.8396455645561218,0.28334665298461914,0.7661260366439819,0.2854275107383728,0.6467760801315308,0.5839683413505554,0.34248799085617065,0.8396455645561218,0.28334665298461914,3.0983781099319456,1.5708550214767456,2.2935521602630615,0.5839683413505554,1.513731986284256,0.485,0.227,898.2230274677277,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_d249e4990cf765b8
1,8,59,run4_p1798000_e59,0.5248350501060486,0.21552139520645142,0.6623544096946716,0.2831012010574341,0.3099527359008789,0.6375284194946289,0.5980954170227051,0.5248350501060486,0.21552139520645142,2.7870632290840147,1.5662024021148682,1.6199054718017578,0.6375284194946289,1.8971431255340576,0.408,0.188,1227.8152515888214,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_5197313bd9f770ed
1,9,60,run4_p1798000_e60,0.19809097051620483,0.5958002805709839,0.8177401423454285,0.9479900598526001,0.8022458553314209,0.4623255729675293,0.2730669379234314,0.19809097051620483,0.5958002805709839,3.2532204270362852,2.8959801197052,2.604491710662842,0.4623255729675293,1.409600406885147,0.429,0.196,1254.7024223804474,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_ea7799f6fd15fa98
1,10,61,run4_p1798000_e61,0.8294480443000793,0.8694485425949097,0.2028331756591797,0.5917990803718567,0.16295576095581055,0.26567912101745605,0.1478440761566162,0.8294480443000793,0.8694485425949097,1.408499526977539,2.1835981607437134,1.325911521911621,0.26567912101745605,1.2217661142349243,0.737,0.37,1207.115522146225,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_ff310f43a96b62a6
1,11,62,run4_p1798000_e62,0.5871960520744324,0.10683983564376831,0.0086517333984375,0.8596221804618835,0.8258154392242432,0.30598658323287964,0.022638261318206787,0.5871960520744324,0.10683983564376831,0.8259552001953125,2.719244360923767,2.6516308784484863,0.30598658323287964,1.0339573919773102,0.686,0.338,1250.930982351303,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_e9040909afd29308
1,12,63,run4_p1798000_e63,0.5123487114906311,0.8910568952560425,0.7594925165176392,0.0756102204322815,0.7914164066314697,0.8009899854660034,0.5539100170135498,0.5123487114906311,0.8910568952560425,3.0784775495529173,1.151220440864563,2.5828328132629395,0.8009899854660034,1.8308650255203247,0.293,0.128,825.5896120071411,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_ec6b858095624c1e
1,13,64,run4_p1798000_e64,0.6913166642189026,0.9111853241920471,0.13880199193954468,0.5303462147712708,0.06652611494064331,0.3382759690284729,0.06010305881500244,0.6913166642189026,0.9111853241920471,1.216405975818634,2.0606924295425415,1.1330522298812866,0.3382759690284729,1.0901545882225037,0.75,0.377,857.3540389537811,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_7d64bde8bb64a544
1,14,65,run4_p1798000_e65,0.8182708621025085,0.43730807304382324,0.3395642042160034,0.6780571341514587,0.422508180141449,0.24552160501480103,0.4001631736755371,0.8182708621025085,0.43730807304382324,1.8186926126480103,2.3561142683029175,1.845016360282898,0.24552160501480103,1.6002447605133057,0.607,0.293,978.7686972618103,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_a40e0e2db91e40b8
1,15,66,run4_p1798000_e66,0.7463217377662659,0.6896491646766663,0.289192795753479,0.06974083185195923,0.7583150863647461,0.45106542110443115,0.06384825706481934,0.7463217377662659,0.6896491646766663,1.667578387260437,1.1394816637039185,2.516630172729492,0.45106542110443115,1.095772385597229,0.711,0.357,902.5512285232544,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_08307e1572e7c1f5
1,16,67,run4_p1798000_e67,0.4506819248199463,0.24928653240203857,0.5628119707107544,0.9655966758728027,0.7342879176139832,0.3556722402572632,0.17953556776046753,0.4506819248199463,0.24928653240203857,2.488435912132263,2.9311933517456055,2.4685758352279663,0.3556722402572632,1.2693033516407013,0.587,0.281,1158.8264498710632,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_9fddd0d95206aa09
1,17,68,run4_p1798000_e68,0.8294480443000793,0.43730807304382324,0.13880199193954468,0.5917990803718567,0.06652611494064331,0.3382759690284729,0.06010305881500244,0.8294480443000793,0.43730807304382324,1.216405975818634,2.1835981607437134,1.1330522298812866,0.3382759690284729,1.0901545882225037,0.758,0.387,1154.337040424347,1,0,/home/zhangxu/yolov5-7.0/ga_cache/work_8464980677f52df9
